id.title,title,author,score,genre,popularty,volume,status,type,chapter,favorites,years start,years finish,scored_by,mal_url
22830,Kingdom Hearts,"Amano Shiro,Nomura Tetsuya,Kanemaki Tomoko",7.65,"Adventure,Drama,Fantasy",7668,2.0,Finished,Light Novel,15.0,170,2005.0,2005.0,782.0,https://myanimelist.net/manga.php?q=Kingdom%20Hearts&cat=all
133047,Jujutsu Kaisen: Yuku Natsu to Kaeru Aki,Kitakuni Ballad,7.65,"Action,Supernatural,Martial Arts",5864,1.0,Finished,Light Novel,5.0,30,2019.0,,816.0,https://myanimelist.net/manga.php?q=Jujutsu%20Kaisen%3A%20Yuku%20Natsu%20to%20Kaeru%20Aki&cat=all
76567,Mitou Shoukan://Blood Sign,"Kamachi Kazuma,Ikawa Waki",7.64,"Action,Comedy,Fantasy,Supernatural",6852,10.0,Finished,Light Novel,80.0,45,2014.0,2019.0,372.0,https://myanimelist.net/manga.php?q=Mitou%20Shoukan%3A//Blood%20Sign&cat=all
77849,Beelzebub,"Tamura Ryuuhei,SOW",7.64,"Action,Comedy,Supernatural,Mythology,School",11016,3.0,Finished,Light Novel,,243,2011.0,2012.0,541.0,https://myanimelist.net/manga.php?q=Beelzebub&cat=all
55763,Tamako Market,"Horiguchi Yukiko,Ichinose Mutsuki",7.64,"Slice of Life,Iyashikei",11612,1.0,Finished,Light Novel,11.0,5,2013.0,,209.0,https://myanimelist.net/manga.php?q=Tamako%20Market&cat=all
64531,Masamune-kun no Revenge,"Tiv,Takeoka Hazuki",7.64,"Comedy,Romance,Harem,School",4075,1.0,Finished,Light Novel,,260,2013.0,,1776.0,https://myanimelist.net/manga.php?q=Masamune-kun%20no%20Revenge&cat=all
28103,Ao no Exorcist,"Katou Kazue,Yajima Aya",7.64,"Action,Fantasy,Supernatural",6738,,Publishing,Light Novel,,57,2011.0,,489.0,https://myanimelist.net/manga.php?q=Ao%20no%20Exorcist&cat=all
86780,Yuuki Yuuna wa Yuusha de Aru: Sonogo no Sonoko,"BUNBUN,Takahiro",7.64,"Comedy,Drama,Slice of Life",12169,,Finished,Light Novel,1.0,10,2015.0,,602.0,https://myanimelist.net/manga.php?q=Yuuki%20Yuuna%20wa%20Yuusha%20de%20Aru%3A%20Sonogo%20no%20Sonoko&cat=all
86591,Isekai Shokudou,"Enami Katsumi,Inuzuka Junpei",7.64,"Fantasy,Gourmet,Slice of Life,Iyashikei,Workplace",7826,,Publishing,Light Novel,,17,2015.0,,310.0,https://myanimelist.net/manga.php?q=Isekai%20Shokudou&cat=all
30891,Toaru Majutsu no Index SS: Norse Mythology,"Kamachi Kazuma,Haimura Kiyotaka",7.64,"Action,Comedy",8795,8.0,Finished,Light Novel,,5,2010.0,2010.0,734.0,https://myanimelist.net/manga.php?q=Toaru%20Majutsu%20no%20Index%20SS%3A%20Norse%20Mythology&cat=all
118427,Yakusoku no Neverland: Mama-tachi no Tsuisoukyoku,"Demizu Posuka,Nanao",7.64,"Horror,Mystery,Sci-Fi",10832,1.0,Finished,Light Novel,2.0,15,2019.0,,443.0,https://myanimelist.net/manga.php?q=Yakusoku%20no%20Neverland%3A%20Mama-tachi%20no%20Tsuisoukyoku&cat=all
26613,Ore no Kanojo to Osananajimi ga Shuraba sugiru,"LLO,Yuuji Yuuji",7.64,"Comedy,Romance,Harem,School",3930,19.0,Finished,Light Novel,248.0,55,2011.0,2022.0,933.0,https://myanimelist.net/manga.php?q=Ore%20no%20Kanojo%20to%20Osananajimi%20ga%20Shuraba%20sugiru&cat=all
43999,Shingeki no Kyojin: Before the Fall,"Shibamoto Thores,Suzukaze Ryou",7.63,"Action,Drama,Mystery,Gore,Military,Survival",1539,3.0,Finished,Light Novel,15.0,150,2011.0,2012.0,3828.0,https://myanimelist.net/manga.php?q=Shingeki%20no%20Kyojin%3A%20Before%20the%20Fall&cat=all
5489,Ma Series,"Matsumoto Temari,Takabayashi Tomo",7.63,"Action,Adventure,Boys Love,Comedy,Drama,Fantasy,Harem,Isekai,Mythology",10001,,Publishing,Light Novel,,30,2000.0,,304.0,https://myanimelist.net/manga.php?q=Ma%20Series&cat=all
101400,Hataraku Maou-sama! 0,"Wagahara Satoshi,029",7.63,"Comedy,Fantasy,Supernatural",11981,2.0,Finished,Light Novel,9.0,8,2014.0,2016.0,219.0,https://myanimelist.net/manga.php?q=Hataraku%20Maou-sama%21%200&cat=all
79905,Morte,"Kazuki Yone,Hanada Keika",7.63,Drama,19020,3.0,Finished,Light Novel,,22,2014.0,2015.0,176.0,https://myanimelist.net/manga.php?q=Morte&cat=all
98449,"Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!","Akata Itsuki,FUNA",7.63,"Comedy,Fantasy,Isekai,Reincarnation",4763,,Publishing,Light Novel,,113,2016.0,,1080.0,https://myanimelist.net/manga.php?q=Watashi%2C%20Nouryoku%20wa%20Heikinchi%20de%20tte%20Itta%20yo%20ne%21&cat=all
115587,"""Omae Gotoki ga Maou ni Kateru to Omouna"" to Yuusha Party wo Tsuihou sareta node, Outo de Kimama ni Kurashitai","Kinta,kiki",7.63,"Action,Adventure,Fantasy,Girls Love",9609,,Publishing,Light Novel,,67,2018.0,,426.0,https://myanimelist.net/manga.php?q=%22Omae%20Gotoki%20ga%20Maou%20ni%20Kateru%20to%20Omouna%22%20to%20Yuusha%20Party%20wo%20Tsuihou%20sareta%20node%2C%20Outo%20de%20Kimama%20ni%20Kurashitai&cat=all
24412,Kingdom Hearts: 358/2 Days,"Amano Shiro,Nomura Tetsuya,Kanemaki Tomoko",7.62,"Action,Adventure,Drama,Fantasy",10622,3.0,Finished,Light Novel,24.0,46,2009.0,2010.0,436.0,https://myanimelist.net/manga.php?q=Kingdom%20Hearts%3A%20358/2%20Days&cat=all
41021,Strike the Blood,"Mikumo Gakuto,Manyako",7.62,"Action,Fantasy,Supernatural,Ecchi,School,Vampire",3484,22.0,Finished,Light Novel,157.0,101,2011.0,2020.0,928.0,https://myanimelist.net/manga.php?q=Strike%20the%20Blood&cat=all
100790,High School DxD EX,Ishibumi Ichiei,7.62,"Comedy,Fantasy,Romance,Supernatural,Ecchi,Harem,Mythology",10485,,Finished,Light Novel,6.0,23,2015.0,2016.0,496.0,https://myanimelist.net/manga.php?q=High%20School%20DxD%20EX&cat=all
82795,Sword Art Online Alternative: Gun Gale Online,"Sigsawa Keiichi,Kuroboshi Kouhaku",7.62,"Action,Military,Video Game",5233,,Publishing,Light Novel,,82,2014.0,,630.0,https://myanimelist.net/manga.php?q=Sword%20Art%20Online%20Alternative%3A%20Gun%20Gale%20Online&cat=all
109105,Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,"Koin,Yuumikan",7.62,"Action,Adventure,Comedy,Fantasy,Video Game",5354,,Publishing,Light Novel,,73,2017.0,,750.0,https://myanimelist.net/manga.php?q=Itai%20no%20wa%20Iya%20nanode%20Bougyoryoku%20ni%20Kyokufuri%20Shitai%20to%20Omoimasu.&cat=all
124867,Violet Evergarden Ever After,"Akatsuki Kana,Takase Akiko",7.62,"Drama,Fantasy",15968,1.0,Finished,Light Novel,6.0,49,2020.0,,205.0,https://myanimelist.net/manga.php?q=Violet%20Evergarden%20Ever%20After&cat=all
103707,"Maou no Ore ga Dorei Elf wo Yome ni Shitanda ga, Dou Medereba Ii?","Teshima Fuminori,COMTA",7.62,"Action,Fantasy,Romance",3744,,Publishing,Light Novel,,84,2017.0,,1219.0,https://myanimelist.net/manga.php?q=Maou%20no%20Ore%20ga%20Dorei%20Elf%20wo%20Yome%20ni%20Shitanda%20ga%2C%20Dou%20Medereba%20Ii%3F&cat=all
127502,Shinja Zero no Megami-sama to Hajimeru Isekai Kouryaku,"Tam-U,Osaki Isle",7.62,"Fantasy,Romance",12705,,Publishing,Light Novel,,52,2019.0,,421.0,https://myanimelist.net/manga.php?q=Shinja%20Zero%20no%20Megami-sama%20to%20Hajimeru%20Isekai%20Kouryaku&cat=all
122887,Leadale no Daichi nite,"Tenmaso,Ceez",7.62,"Adventure,Fantasy,Isekai,Reincarnation",7861,,Publishing,Light Novel,,48,2019.0,,466.0,https://myanimelist.net/manga.php?q=Leadale%20no%20Daichi%20nite&cat=all
122975,Nanatsu no Maken ga Shihai suru,"Uno Bokuto,Miyuki Ruria",7.62,"Action,Fantasy,School",6678,,Publishing,Light Novel,,67,2018.0,,515.0,https://myanimelist.net/manga.php?q=Nanatsu%20no%20Maken%20ga%20Shihai%20suru&cat=all
138763,Hikikomari Kyuuketsuki no Monmon,"Riichu,Kobayashi Kotei",7.62,"Comedy,Fantasy,Vampire",9555,,Publishing,Light Novel,,55,2020.0,,317.0,https://myanimelist.net/manga.php?q=Hikikomari%20Kyuuketsuki%20no%20Monmon&cat=all
107318,"Yuusha Shoukan ni Makikomareta kedo, Isekai wa Heiwa deshita","Ochau,Toudai",7.61,"Fantasy,Isekai",15213,,Publishing,Light Novel,,59,2017.0,,227.0,https://myanimelist.net/manga.php?q=Yuusha%20Shoukan%20ni%20Makikomareta%20kedo%2C%20Isekai%20wa%20Heiwa%20deshita&cat=all
64391,Rail Wars! Nihon Kokuyuu Tetsudou Kouantai,"Toyoda Takumi,Vania600",7.61,Action,13570,20.0,Finished,Light Novel,114.0,7,2012.0,2020.0,150.0,https://myanimelist.net/manga.php?q=Rail%20Wars%21%20Nihon%20Kokuyuu%20Tetsudou%20Kouantai&cat=all
110615,Arifureta Shokugyou de Sekai Saikyou Zero,"TakayaKi,Shirakome Ryou",7.61,"Action,Adventure,Fantasy",7671,6.0,Finished,Light Novel,36.0,24,2017.0,2021.0,502.0,https://myanimelist.net/manga.php?q=Arifureta%20Shokugyou%20de%20Sekai%20Saikyou%20Zero&cat=all
114860,"Hoshizora no Shita, Kimi no Koe dake wo Dakishimeru","Takahashi Bisui,Miwano Rag",7.61,"Drama,Romance,Supernatural,School",12411,1.0,Finished,Light Novel,4.0,48,2018.0,,445.0,https://myanimelist.net/manga.php?q=Hoshizora%20no%20Shita%2C%20Kimi%20no%20Koe%20dake%20wo%20Dakishimeru&cat=all
67523,Zero kara Hajimeru Mahou no Sho,"Shizuma Yoshinori,Kobashiri Kakeru",7.6,"Adventure,Drama,Fantasy",5461,11.0,Finished,Light Novel,,33,2014.0,2017.0,458.0,https://myanimelist.net/manga.php?q=Zero%20kara%20Hajimeru%20Mahou%20no%20Sho&cat=all
70933,Tamako Love Story,"Horiguchi Yukiko,Ichinose Mutsuki",7.6,"Romance,Slice of Life",14401,1.0,Finished,Light Novel,,6,2014.0,,140.0,https://myanimelist.net/manga.php?q=Tamako%20Love%20Story&cat=all
14022,Gintama: 3-nen Z-gumi Ginpachi-sensei,"Sorachi Hideaki,Oosaki Tomohito",7.6,"Comedy,School",9402,4.0,Finished,Light Novel,,32,2006.0,2009.0,324.0,https://myanimelist.net/manga.php?q=Gintama%3A%203-nen%20Z-gumi%20Ginpachi-sensei&cat=all
10812,Vampire Knight: Noir no Wana,"Hino Matsuri,Fujisaki Ayuna",7.6,"Drama,Fantasy,Mystery,Romance,Supernatural,School,Vampire",5016,1.0,Finished,Light Novel,3.0,68,2008.0,,888.0,https://myanimelist.net/manga.php?q=Vampire%20Knight%3A%20Noir%20no%20Wana&cat=all
121466,"Tensai Ouji no Akaji Kokka Saisei Jutsu: Souda, Baikoku shiyou","Fal Maro,Toba Tooru",7.6,"Comedy,Fantasy",4599,,Publishing,Light Novel,,58,2018.0,,815.0,https://myanimelist.net/manga.php?q=Tensai%20Ouji%20no%20Akaji%20Kokka%20Saisei%20Jutsu%3A%20Souda%2C%20Baikoku%20shiyou&cat=all
14269,Akuryou Series,Ono Fuyumi,7.6,"Mystery,Supernatural",13643,8.0,Finished,Light Novel,49.0,10,1989.0,1992.0,247.0,https://myanimelist.net/manga.php?q=Akuryou%20Series&cat=all
16735,Vamp!,"Narita Ryohgo,Enami Katsumi",7.6,"Comedy,Fantasy,Horror,Vampire",8265,5.0,On Hiatus,Light Novel,38.0,27,2004.0,2010.0,250.0,https://myanimelist.net/manga.php?q=Vamp%21&cat=all
37405,Sword Art Online: Material Edition,Kawahara Reki,7.6,"Action,Adventure,Fantasy,Romance,Video Game",9464,,Publishing,Light Novel,,11,2007.0,,495.0,https://myanimelist.net/manga.php?q=Sword%20Art%20Online%3A%20Material%20Edition&cat=all
113473,"Owari no Seraph: Ichinose Guren, 19-sai no Sekai Resurrection","Kagami Takaya,Asami You",7.6,"Action,Drama,Supernatural,Vampire",9342,,Publishing,Light Novel,,33,2017.0,,231.0,https://myanimelist.net/manga.php?q=Owari%20no%20Seraph%3A%20Ichinose%20Guren%2C%2019-sai%20no%20Sekai%20Resurrection&cat=all
51227,Taimadou Gakuen 35 Shiken Shoutai,"Kippu,Yanagimi Touki",7.59,"Action,Fantasy,Romance,Supernatural,Harem,Military",5242,13.0,Finished,Light Novel,100.0,52,2012.0,2016.0,725.0,https://myanimelist.net/manga.php?q=Taimadou%20Gakuen%2035%20Shiken%20Shoutai&cat=all
106755,"Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen","Sazane Kei,Nekonabe Ao",7.59,"Action,Fantasy,Romance,Military",3699,,Publishing,Light Novel,,95,2017.0,,897.0,https://myanimelist.net/manga.php?q=Kimi%20to%20Boku%20no%20Saigo%20no%20Senjou%2C%20Aruiwa%20Sekai%20ga%20Hajimaru%20Seisen&cat=all
102334,Infinite Dendrogram,"Taiki,Kaidou Sakon",7.59,"Fantasy,Video Game",5714,,Publishing,Light Novel,,63,2016.0,,643.0,https://myanimelist.net/manga.php?q=Infinite%20Dendrogram&cat=all
10312,Kaze no Stigma,"Nanto Hanamaru,Yamato Takahiro",7.59,"Action,Fantasy,Romance",6125,6.0,Finished,Light Novel,39.0,51,2002.0,2005.0,711.0,https://myanimelist.net/manga.php?q=Kaze%20no%20Stigma&cat=all
33005,Fate/Apocrypha,"Higashide Yuuichirou,Konoe Ototsugu",7.58,"Action,Drama,Supernatural,Historical",3712,5.0,Finished,Light Novel,26.0,102,2012.0,2014.0,1216.0,https://myanimelist.net/manga.php?q=Fate/Apocrypha&cat=all
123636,Toaru Majutsu no Index SS: Biohacker-hen,"Kamachi Kazuma,Haimura Kiyotaka",7.58,"Sci-Fi,Supernatural,Super Power",28711,3.0,Finished,Light Novel,6.0,1,2019.0,2020.0,119.0,https://myanimelist.net/manga.php?q=Toaru%20Majutsu%20no%20Index%20SS%3A%20Biohacker-hen&cat=all
29733,Rurouni Kenshin: Yahiko's Battle,Shizuka Kaoru,7.58,Action,13076,1.0,Finished,Light Novel,22.0,14,1997.0,,396.0,https://myanimelist.net/manga.php?q=Rurouni%20Kenshin%3A%20Yahiko%27s%20Battle&cat=all
10140,Strike Witches: Suomus Iran-ko Chuutai Series,"Yamaguchi Noboru,Shimada Humikane",7.58,"Action,Drama,Fantasy,Girls Love,Romance,Sci-Fi,Mecha,Military",17725,3.0,Finished,Light Novel,27.0,16,2006.0,2008.0,173.0,https://myanimelist.net/manga.php?q=Strike%20Witches%3A%20Suomus%20Iran-ko%20Chuutai%20Series&cat=all
36567,Kamisama no Inai Nichiyoubi,"Irie Kimihito,Shino",7.58,"Fantasy,Mystery",8934,9.0,Finished,Light Novel,45.0,12,2010.0,2014.0,233.0,https://myanimelist.net/manga.php?q=Kamisama%20no%20Inai%20Nichiyoubi&cat=all
94658,Daraku no Ou,"Erect Sawaru,Tsukikage",7.58,"Fantasy,Supernatural",15225,2.0,Finished,Light Novel,13.0,37,2015.0,2016.0,319.0,https://myanimelist.net/manga.php?q=Daraku%20no%20Ou&cat=all
22745,Bleach: The Honey Dish Rhapsody,"Kubo Tite,Matsubara Makoto",7.57,"Comedy,Supernatural",8083,1.0,Finished,Light Novel,3.0,16,2006.0,,612.0,https://myanimelist.net/manga.php?q=Bleach%3A%20The%20Honey%20Dish%20Rhapsody&cat=all
116777,Sabikui Bisco,"Akagishi K,Cobkubo Shinji",7.57,"Action,Adventure,Fantasy,Sci-Fi",8173,,Publishing,Light Novel,,35,2018.0,,204.0,https://myanimelist.net/manga.php?q=Sabikui%20Bisco&cat=all
86279,Shuffle!,"Kusaka Shiroi,Nishimata Aoi,Navel,Ogata Seishi",7.57,"Comedy,Drama,Fantasy,Romance,Ecchi,Harem,School",23449,7.0,Finished,Light Novel,,6,2004.0,2006.0,134.0,https://myanimelist.net/manga.php?q=Shuffle%21&cat=all
107645,Code Geass: Hangyaku no Lelouch R2,"Taniguchi Gorou,Ookouchi Ichirou,Iwasa Mamoru,toi8",7.57,"Action,Drama,Sci-Fi,Mecha,Military,Super Power",14020,4.0,Finished,Light Novel,27.0,16,2008.0,2009.0,302.0,https://myanimelist.net/manga.php?q=Code%20Geass%3A%20Hangyaku%20no%20Lelouch%20R2&cat=all
86336,Trinity Seven: 7-nin no Mashotsukai The Novel,"Nao Akinari,Saitou Kenji",7.57,"Action,Comedy,Fantasy,Supernatural,School",12479,3.0,Finished,Light Novel,19.0,12,2014.0,2018.0,197.0,https://myanimelist.net/manga.php?q=Trinity%20Seven%3A%207-nin%20no%20Mashotsukai%20The%20Novel&cat=all
115783,Kaguya-sama wa Kokurasetai: Shuuchiin Gakuen Nanafushigi,"Akasaka Aka,Hitsujiyama Juuichirou",7.57,"Comedy,Psychological,Romantic Subtext,School",7828,1.0,Finished,Light Novel,4.0,84,2018.0,,571.0,https://myanimelist.net/manga.php?q=Kaguya-sama%20wa%20Kokurasetai%3A%20Shuuchiin%20Gakuen%20Nanafushigi&cat=all
36733,Ryuugajou Nanana no Maizoukin,"Aka Ringo,Ootorino Kazuma,Ousaka Nozomi",7.57,"Comedy,Romance,Supernatural",8370,12.0,Finished,Light Novel,111.0,7,2012.0,2016.0,165.0,https://myanimelist.net/manga.php?q=Ryuugajou%20Nanana%20no%20Maizoukin&cat=all
20869,Slayers Special,"Kanzaka Hajime,Araizumi Rui",7.57,"Action,Adventure,Comedy,Fantasy",22917,30.0,Finished,Light Novel,196.0,2,1989.0,2006.0,127.0,https://myanimelist.net/manga.php?q=Slayers%20Special&cat=all
51459,Gakusen Toshi Asterisk,"okiura,Miyazaki Yuu",7.57,"Action,Comedy,Fantasy,Romance,Sci-Fi,Supernatural,Ecchi,Harem,School",2974,17.0,Finished,Light Novel,139.0,101,2012.0,2022.0,1411.0,https://myanimelist.net/manga.php?q=Gakusen%20Toshi%20Asterisk&cat=all
32991,The Book: JoJo's Bizarre Adventure 4th Another Day,"Araki Hirohiko,Otsuichi",7.56,"Action,Comedy,Mystery,Supernatural",5171,1.0,Finished,Light Novel,5.0,14,2007.0,,689.0,https://myanimelist.net/manga.php?q=The%20Book%3A%20JoJo%27s%20Bizarre%20Adventure%204th%20Another%20Day&cat=all
121118,Kimetsu no Yaiba: Shiawase no Hana,"Yajima Aya,Gotouge Koyoharu",7.56,"Action,Fantasy,Historical",4965,1.0,Finished,Light Novel,5.0,38,2019.0,,1265.0,https://myanimelist.net/manga.php?q=Kimetsu%20no%20Yaiba%3A%20Shiawase%20no%20Hana&cat=all
32765,Hyouketsu Kyoukai no Eden,"Kasukabe Akira,Sazane Kei",7.56,"Action,Adventure,Drama,Fantasy,Romance,Supernatural",13650,13.0,Finished,Light Novel,,8,2009.0,2014.0,220.0,https://myanimelist.net/manga.php?q=Hyouketsu%20Kyoukai%20no%20Eden&cat=all
78003,Fairy Tail,"Mashima Hiro,Kawasaki Miu",7.56,"Action,Adventure,Comedy,Fantasy",4646,3.0,Finished,Light Novel,29.0,455,2012.0,2016.0,1318.0,https://myanimelist.net/manga.php?q=Fairy%20Tail&cat=all
43693,Intellectual Village no Zashiki Warashi,"Kamachi Kazuma,Mahaya",7.56,"Mystery,Sci-Fi,Supernatural",9317,9.0,Finished,Light Novel,44.0,9,2012.0,2015.0,288.0,https://myanimelist.net/manga.php?q=Intellectual%20Village%20no%20Zashiki%20Warashi&cat=all
135688,Class no Daikirai na Joshi to Kekkon suru Koto ni Natta.,"Amano Seiju,Narumi Nanami",7.56,"Comedy,Romance",11746,,Publishing,Light Novel,,35,2020.0,,304.0,https://myanimelist.net/manga.php?q=Class%20no%20Daikirai%20na%20Joshi%20to%20Kekkon%20suru%20Koto%20ni%20Natta.&cat=all
102860,Yondome wa Iya na Shizokusei Majutsushi,"Ban!,Densuke",7.56,"Action,Drama,Fantasy,Isekai,Reincarnation",3900,,Publishing,Light Novel,,129,2016.0,,1416.0,https://myanimelist.net/manga.php?q=Yondome%20wa%20Iya%20na%20Shizokusei%20Majutsushi&cat=all
7761,Gundam Sentinel,"Takahashi Masaya,Katoki Hajime",7.56,"Sci-Fi,Mecha,Military",17199,1.0,Finished,Light Novel,14.0,12,1987.0,1990.0,216.0,https://myanimelist.net/manga.php?q=Gundam%20Sentinel&cat=all
61753,White Album 2: Yuki ga Tsumugu Senritsu,"Tsukishima Masaya,Nakamura Takeshi",7.55,"Drama,Romance,Slice of Life,School",19362,6.0,Finished,Light Novel,,14,2013.0,2014.0,125.0,https://myanimelist.net/manga.php?q=White%20Album%202%3A%20Yuki%20ga%20Tsumugu%20Senritsu&cat=all
30593,Kidou Senshi Gundam: Gyakushuu no Char - Beltorchika's Children,Tomino Yoshiyuki,7.55,"Sci-Fi,Mecha,Military,Space",21819,1.0,Finished,Light Novel,14.0,6,1988.0,,140.0,https://myanimelist.net/manga.php?q=Kidou%20Senshi%20Gundam%3A%20Gyakushuu%20no%20Char%20-%20Beltorchika%27s%20Children&cat=all
68573,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,"Akagi Hirotaka,Shimotsuki Eight",7.55,"Comedy,Ecchi,School",3850,11.0,Finished,Light Novel,64.0,57,2012.0,2016.0,580.0,https://myanimelist.net/manga.php?q=Shimoneta%20to%20Iu%20Gainen%20ga%20Sonzai%20Shinai%20Taikutsu%20na%20Sekai&cat=all
83019,Death March kara Hajimaru Isekai Kyousoukyoku,"Ainana Hiro,shri",7.55,"Fantasy,Isekai,Reincarnation",1690,,Publishing,Light Novel,,309,2014.0,,3255.0,https://myanimelist.net/manga.php?q=Death%20March%20kara%20Hajimaru%20Isekai%20Kyousoukyoku&cat=all
96765,Gekijouban Naruto: Shippuuden,"Kishimoto Masashi,Kusakabe Masatoshi,Takegami Junki",7.55,"Action,Adventure,Fantasy",15428,1.0,Finished,Light Novel,,58,2007.0,,327.0,https://myanimelist.net/manga.php?q=Gekijouban%20Naruto%3A%20Shippuuden&cat=all
122317,Shinigami ni Sodaterareta Shoujo wa Shikkoku no Ken wo Mune ni Idaku,"Ayamine Maito,Cierra",7.55,"Action,Fantasy",15633,,Publishing,Light Novel,,29,2018.0,,238.0,https://myanimelist.net/manga.php?q=Shinigami%20ni%20Sodaterareta%20Shoujo%20wa%20Shikkoku%20no%20Ken%20wo%20Mune%20ni%20Idaku&cat=all
18162,Ningen Series,"NISIO ISIN,Take",7.55,"Action,Comedy,Psychological",10888,7.0,Finished,Light Novel,54.0,9,2004.0,2010.0,132.0,https://myanimelist.net/manga.php?q=Ningen%20Series&cat=all
56217,Saijaku Muhai no Bahamut,"Kasuga Ayumu,Akatsuki Senri,Murakami Yuichi",7.54,"Action,Fantasy,Romance,Supernatural,Ecchi,Harem,School",4522,20.0,Finished,Light Novel,139.0,51,2013.0,2020.0,763.0,https://myanimelist.net/manga.php?q=Saijaku%20Muhai%20no%20Bahamut&cat=all
43607,Bleach: The Death Save the Strawberry,"Kubo Tite,Matsubara Makoto",7.54,"Action,Adventure,Supernatural,Super Power",7344,1.0,Finished,Light Novel,7.0,26,2012.0,,690.0,https://myanimelist.net/manga.php?q=Bleach%3A%20The%20Death%20Save%20the%20Strawberry&cat=all
67531,Shokugeki no Souma: à la Carte,"Saeki Shun,Itou Michiko,Morisaki Yuki",7.54,"Gourmet,School",7363,3.0,Finished,Light Novel,24.0,13,2014.0,2015.0,590.0,https://myanimelist.net/manga.php?q=Shokugeki%20no%20Souma%3A%20%C3%A0%20la%20Carte&cat=all
47204,InuYasha,"Takahashi Rumiko,Konparu Tomoko",7.54,"Adventure,Drama,Fantasy,Supernatural",10158,1.0,Finished,Light Novel,,253,2004.0,,563.0,https://myanimelist.net/manga.php?q=InuYasha&cat=all
56133,Magika no Kenshi to Basileus,"CHuN,Mihara Mitsuki",7.54,"Action,Comedy,Fantasy,Romance,Supernatural,Ecchi,Harem,School",5020,14.0,Finished,Light Novel,82.0,64,2013.0,2017.0,854.0,https://myanimelist.net/manga.php?q=Magika%20no%20Kenshi%20to%20Basileus&cat=all
142792,Tottemo Kawaii Watashi to Tsukiatte yo!,"Saine,Mikami Kota",7.54,"Comedy,Romance,School",23460,,Publishing,Light Novel,,20,2020.0,,163.0,https://myanimelist.net/manga.php?q=Tottemo%20Kawaii%20Watashi%20to%20Tsukiatte%20yo%21&cat=all
22504,Inukami!,"Arisawa Mamizu,Wakatsuki Kanna",7.54,"Comedy,Romance,Supernatural,Ecchi",21795,14.0,Finished,Light Novel,,7,2003.0,2007.0,114.0,https://myanimelist.net/manga.php?q=Inukami%21&cat=all
74763,Sekai no Owari no Encore,"Sazane Kei,Fuyuno Haruaki",7.53,"Action,Adventure,Fantasy,Harem",9603,10.0,Finished,Light Novel,89.0,19,2014.0,2017.0,351.0,https://myanimelist.net/manga.php?q=Sekai%20no%20Owari%20no%20Encore&cat=all
108034,Rougo ni Sonaete Isekai de 8-manmai no Kinka wo Tamemasu,"FUNA,Touzai",7.53,"Fantasy,Isekai",9528,,Publishing,Light Novel,,38,2017.0,,417.0,https://myanimelist.net/manga.php?q=Rougo%20ni%20Sonaete%20Isekai%20de%208-manmai%20no%20Kinka%20wo%20Tamemasu&cat=all
21132,Etsusa Oohashi Series,"Narita Ryohgo,Yasuda Suzuhito",7.53,"Action,Supernatural",8839,4.0,Finished,Light Novel,41.0,16,2003.0,2006.0,192.0,https://myanimelist.net/manga.php?q=Etsusa%20Oohashi%20Series&cat=all
129988,Ore wa Seikan Kokka no Akutoku Ryoushu!,"Mishima Yomu,Takamine Nadare",7.52,"Action,Sci-Fi,Harem,Mecha,Military,Space",9726,,Publishing,Light Novel,,31,2020.0,,469.0,https://myanimelist.net/manga.php?q=Ore%20wa%20Seikan%20Kokka%20no%20Akutoku%20Ryoushu%21&cat=all
72821,Sankarea: All Night Rea Long,"Hattori Mitsuru,Suzukaze Ryou",7.52,"Comedy,Romance,Supernatural",10216,1.0,Finished,Light Novel,4.0,13,2013.0,,332.0,https://myanimelist.net/manga.php?q=Sankarea%3A%20All%20Night%20Rea%20Long&cat=all
26006,Kingdom Hearts: Birth by Sleep,"Amano Shiro,Nomura Tetsuya,Kanemaki Tomoko",7.52,"Action,Adventure,Fantasy",8551,3.0,Finished,Light Novel,20.0,68,2010.0,2011.0,404.0,https://myanimelist.net/manga.php?q=Kingdom%20Hearts%3A%20Birth%20by%20Sleep&cat=all
32793,Arslan Senki,"Amano Yoshitaka,Tanaka Yoshiki",7.52,"Action,Adventure,Fantasy,Historical",9572,16.0,Finished,Light Novel,,41,1986.0,2017.0,190.0,https://myanimelist.net/manga.php?q=Arslan%20Senki&cat=all
4974,Strawberry Panic,"Kimino Sakurako,Takumi na Muchi",7.52,"Drama,Girls Love,Romance",6447,3.0,Finished,Light Novel,19.0,135,2006.0,2006.0,1037.0,https://myanimelist.net/manga.php?q=Strawberry%20Panic&cat=all
86655,Kokuhaku Yokou Renshuu Series,"Yamako,Fujitani Touko",7.52,"Comedy,Drama,Romance,School",4105,,Publishing,Light Novel,,56,2014.0,,282.0,https://myanimelist.net/manga.php?q=Kokuhaku%20Yokou%20Renshuu%20Series&cat=all
